tweet_id,favorite_count,retweet_count
732375214819057664,7759,2386
732005617171337216,14249,5117
731285275100512256,3357,953
731156023742988288,3677,1206
730924654643314689,5893,1882
730573383004487680,4675,2025
730427201120833536,3341,988
730211855403241472,3652,1009
730196704625098752,4636,1788
729854734790754305,3861,1066
729838605770891264,1659,359
729823566028484608,3816,1181
729463711119904772,5539,2204
729113531270991872,1801,303
728986383096946689,3014,777
728760639972315136,4475,1624
728751179681943552,2653,646
728653952833728512,3180,993
728409960103686147,4699,1900
728387165835677696,3558,914
728046963732717569,4116,1144
728035342121635841,4361,1586
728015554473250816,3951,1044
727685679342333952,2847,606
727644517743104000,5618,1663
727524757080539137,4281,1154
727314416056803329,3192,708
727286334147182592,2932,782
727175381690781696,3752,1325
727155742655025152,3473,1262
726935089318363137,6580,2314
726887082820554753,3683,1439
726828223124897792,3425,957
726224900189511680,4242,1091
725842289046749185,6802,2538
725786712245440512,3998,1305
725729321944506368,4985,1687
725458796924002305,1357,581
724983749226668032,3578,1233
724771698126512129,2239,601
724405726123311104,5066,1585
724049859469295616,4155,1693
724046343203856385,2551,530
724004602748780546,4010,1463
723912936180330496,3732,1172
723688335806480385,7329,2778
723673163800948736,2905,844
723179728551723008,5071,1771
722974582966214656,3926,1489
722613351520608256,4775,1556
721503162398597120,4411,1733
721001180231503872,2424,584
720785406564900865,2962,729
720775346191278080,2350,626
720415127506415616,3959,1426
720389942216527872,6100,2377
720340705894408192,2744,925
720059472081784833,3699,1068
720043174954147842,4728,1913
719991154352222208,4636,1656
719704490224398336,4345,1355
719551379208073216,4842,1805
719367763014393856,2680,711
719339463458033665,4269,1175
719332531645071360,3294,901
718971898235854848,3330,1029
718939241951195136,5032,1665
718631497683582976,18071,7609
718613305783398402,2337,455
718540630683709445,2336,963
718460005985447936,2582,499
718454725339934721,4648,1434
718246886998687744,1831,470
718234618122661888,3707,943
717841801130979328,2346,566
717790033953034240,2738,1045
717537687239008257,5548,1755
717428917016076293,1549,426
717421804990701568,3020,796
717047459982213120,6023,1828
717009362452090881,3103,914
716802964044845056,4111,1109
716791146589110272,7888,1507
716730379797970944,1182,410
716447146686459905,12508,5569
716439118184652801,2288,200
716285507865542656,2664,1001
716080869887381504,6503,1816
715928423106027520,3060,840
715758151270801409,3557,1361
715733265223708672,4483,1610
715704790270025728,2658,546
715696743237730304,3747,1229
715680795826982913,4106,1522
715360349751484417,5243,1490
715342466308784130,2922,654
715220193576927233,2321,616
715200624753819648,4940,1772
715009755312439296,3981,1164
714982300363173890,3567,987
714962719905021952,7034,4038
714957620017307648,3980,1345
714631576617938945,3137,944
714606013974974464,3489,879
714485234495041536,2550,1074
714258258790387713,2912,696
714251586676113411,3138,795
714214115368108032,2188,831
714141408463036416,4142,1335
713919462244790272,3154,755
713909862279876608,1817,517
713900603437621249,2722,697
713761197720473600,4655,1302
713411074226274305,4254,1242
713177543487135744,6919,2733
713175907180089344,4262,1402
712809025985978368,18259,6398
712717840512598017,11808,4723
712668654853337088,3991,1153
712438159032893441,5095,1492
712309440758808576,228,25
712097430750289920,3618,984
712092745624633345,2825,850
712085617388212225,3136,465
712065007010385924,2162,593
711998809858043904,0,123
711968124745228288,7713,2200
711743778164514816,2723,948
711732680602345472,8435,3881
711694788429553666,31472,17441
711652651650457602,3701,864
711363825979756544,3480,1079
711306686208872448,3165,706
711008018775851008,2872,582
710997087345876993,4390,1323
710844581445812225,2444,649
710833117892898816,2575,504
710658690886586372,2223,535
710609963652087808,4606,2274
710588934686908417,4355,1772
710296729921429505,2283,702
710283270106132480,2072,496
710272297844797440,4342,1192
710269109699739648,2298,1067
710153181850935296,2800,853
710140971284037632,2640,844
710117014656950272,5232,1883
709918798883774466,3359,1035
709901256215666688,640,98
709852847387627521,3359,1144
709566166965075968,3403,1143
709556954897764353,3146,1020
709519240576036864,1438,227
709449600415961088,2118,542
709409458133323776,2536,649
709225125749587968,2305,544
709207347839836162,11971,5481
709198395643068416,2357,610
709179584944730112,1933,642
709158332880297985,1953,393
709042156699303936,4535,1555
708853462201716736,1733,631
708845821941387268,2857,856
708834316713893888,1619,476
708810915978854401,15817,6572
708738143638450176,2653,779
708711088997666817,2433,683
708479650088034305,2439,645
708469915515297792,2981,780
708400866336894977,15266,9556
708356463048204288,3435,1257
708349470027751425,2260,704
708149363256774660,4132,1482
708130923141795840,3246,819
708119489313951744,2580,936
708109389455101952,1879,532
708026248782585858,4223,1837
707995814724026368,3001,1078
707983188426153984,49,2
707969809498152960,2581,914
707776935007539200,3150,913
707741517457260545,2400,584
707738799544082433,3914,2340
707693576495472641,3258,953
707629649552134146,2466,827
707610948723478529,16287,6037
707420581654872064,2162,663
707411934438625280,2210,569
707387676719185920,3354,1214
707377100785885184,3131,1033
707315916783140866,2378,605
707297311098011648,2679,745
707059547140169728,2493,644
707038192327901184,2099,753
707021089608753152,3921,1290
707014260413456384,2225,570
706904523814649856,13997,7488
706901761596989440,1965,556
706681918348251136,3171,931
706644897839910912,2466,1042
706593038911545345,2074,605
706538006853918722,3346,1368
706516534877929472,3002,982
706346369204748288,3319,883
706310011488698368,20399,7518
706291001778950144,1642,455
706265994973601792,2635,889
706169069255446529,3751,2112
706166467411222528,4949,1523
706153300320784384,1420,367
705975130514706432,2978,695
705970349788291072,3056,853
705898680587526145,2285,527
705786532653883392,1857,493
705591895322394625,3048,1099
705475953783398401,2848,873
705442520700944385,4228,1533
705428427625635840,3657,1593
705239209544720384,2883,721
705223444686888960,2488,761
705102439679201280,2056,492
705066031337840642,2101,585
704871453724954624,4111,1069
704859558691414016,2158,507
704847917308362754,4873,1445
704819833553219584,2540,934
704761120771465216,6374,2779
704499785726889984,2791,960
704491224099647488,718,75
704480331685040129,3264,1026
704364645503647744,7664,3390
704347321748819968,1516,334
704134088924532736,1445,434
704113298707505153,1784,548
704054845121142784,2809,878
703774238772166656,1776,435
703769065844768768,3130,1090
703631701117943808,2473,639
703611486317502464,3692,1458
703425003149250560,3647,1297
703407252292673536,2346,663
703382836347330562,3368,1091
703356393781329922,1840,369
703268521220972544,1904,519
703079050210877440,7099,2947
703041949650034688,25288,11859
702932127499816960,2481,686
702899151802126337,1541,430
702684942141153280,3106,1017
702671118226825216,2105,536
702598099714314240,11763,3284
702539513671897089,2774,916
702332542343577600,3051,1475
702321140488925184,3152,1003
702276748847800320,2365,734
702217446468493312,4596,1285
701981390485725185,3312,940
701952816642965504,3695,979
701889187134500865,3403,1325
701805642395348998,3283,1595
701601587219795968,2019,434
701570477911896070,2713,886
701545186879471618,2566,583
701214700881756160,11739,4856
700890391244103680,2133,538
700864154249383937,2500,598
700847567345688576,2363,476
700796979434098688,2346,894
700747788515020802,21899,8840
700518061187723268,2512,761
700505138482569216,2201,547
700462010979500032,3968,1698
700167517596164096,2540,698
700151421916807169,2162,643
700143752053182464,7219,2590
700062718104104960,2539,652
700029284593901568,1998,555
700002074055016451,3179,1275
699801817392291840,2921,908
699788877217865730,2152,489
699779630832685056,2628,1181
699775878809702401,1884,578
699691744225525762,9884,4384
699446877801091073,5723,2502
699434518667751424,2097,494
699423671849451520,1308,307
699413908797464576,2007,597
699370870310113280,1826,417
699323444782047232,3033,828
699088579889332224,2167,595
699079609774645248,2355,618
699072405256409088,2847,1137
699060279947165696,3593,1718
699036661657767936,2511,1152
698989035503689728,3213,928
698953797952008193,2577,872
698907974262222848,2435,592
698710712454139905,2377,650
698703483621523456,1396,356
698635131305795584,1250,328
698549713696649216,2231,596
698355670425473025,1779,427
698342080612007937,2174,921
698262614669991936,4587,1905
698195409219559425,16105,5690
698178924120031232,2710,708
697995514407682048,1461,323
697990423684476929,3153,1228
697943111201378304,2302,646
697881462549430272,2896,1109
697630435728322560,1677,522
697616773278015490,3021,965
697596423848730625,2888,1205
697575480820686848,1961,481
697516214579523584,1968,1061
697482927769255936,2332,637
697463031882764288,3290,1340
697270446429966336,4529,1799
697259378236399616,3169,956
697255105972801536,2952,1104
697242256848379904,2436,640
696900204696625153,3048,979
696894894812565505,2248,648
696886256886657024,4664,1710
696877980375769088,2357,684
696754882863349760,1426,345
696744641916489729,1991,886
696713835009417216,2280,618
696518437233913856,3771,1645
696490539101908992,1168,136
696488710901260288,2415,980
696405997980676096,3086,1109
696100768806522880,1856,622
695816827381944320,2895,1101
695794761660297217,3042,737
695767669421768709,1786,702
695629776980148225,4386,1998
695446424020918272,4242,1738
695409464418041856,8343,3422
695314793360662529,3483,1386
695095422348574720,2544,587
695074328191332352,2725,1049
695064344191721472,1541,563
695051054296211456,2557,761
694925794720792577,2595,875
694905863685980160,2643,892
694669722378485760,34410,13684
694356675654983680,1446,273
694352839993344000,1960,582
694342028726001664,1522,463
694329668942569472,1920,480
694206574471057408,4000,1949
694183373896572928,2828,888
694001791655137281,3276,975
693993230313091072,1807,383
693942351086120961,1682,351
693647888581312512,2584,557
693644216740769793,1303,118
693642232151285760,2449,396
693629975228977152,2354,756
693622659251335168,1471,356
693590843962331137,4840,1865
693582294167244802,1583,236
693486665285931008,1697,600
693280720173801472,3218,1188
693267061318012928,2289,774
693262851218264065,2120,474
693231807727280129,2767,711
693155686491000832,7572,3059
693109034023534592,1640,579
693095443459342336,1792,433
692919143163629568,2584,725
692905862751522816,2338,834
692901601640583168,1690,576
692894228850999298,2174,757
692828166163931137,2763,852
692752401762250755,6546,3484
692568918515392513,4193,1469
692535307825213440,3034,1298
692530551048294401,1767,393
692423280028966913,1419,212
692417313023332352,9000,3296
692187005137076224,2437,781
692158366030913536,2065,754
692142790915014657,1582,371
692041934689402880,3265,1204
692017291282812928,2778,907
691820333922455552,3811,1577
691793053716221953,7821,4042
691756958957883396,2729,943
691675652215414786,1877,486
691483041324204033,2301,534
691459709405118465,3887,1081
691444869282295808,2536,807
691416866452082688,18601,7292
691321916024623104,2484,632
691096613310316544,2859,842
691090071332753408,1662,320
690989312272396288,5672,2737
690959652130045952,3440,1188
690938899477221376,3936,1860
690932576555528194,3158,970
690735892932222976,3645,1212
690728923253055490,2091,493
690690673629138944,2236,783
690649993829576704,1250,262
690607260360429569,286,16
690597161306841088,1867,578
690400367696297985,1814,429
690374419777196032,3126,805
690360449368465409,2557,839
690348396616552449,1441,490
690248561355657216,1614,393
690021994562220032,2694,979
690015576308211712,2394,702
690005060500217858,3530,1612
689999384604450816,1356,350
689993469801164801,1404,428
689977555533848577,1323,428
689905486972461056,2359,661
689877686181715968,2925,1108
689835978131935233,2094,720
689661964914655233,3113,893
689659372465688576,9969,3665
689623661272240129,2144,616
689599056876867584,11209,5262
689557536375177216,1975,434
689517482558820352,3266,1362
689289219123089408,2165,886
689283819090870273,3140,1049
689280876073582592,1911,674
689275259254616065,1099,235
689255633275777024,2462,1035
689154315265683456,2969,948
689143371370250240,1948,481
688916208532455424,2612,822
688908934925697024,2029,729
688898160958271489,2012,744
688894073864884227,2162,653
688828561667567616,1331,350
688804835492233216,925,181
688789766343622656,2132,632
688547210804498433,2485,665
688519176466644993,2231,699
688385280030670848,8914,4262
688211956440801280,2161,791
688179443353796608,2054,559
688116655151435777,2716,740
688064179421470721,1664,345
687841446767013888,5244,2390
687826841265172480,2640,1072
687818504314159109,2390,911
687807801670897665,2291,684
687732144991551489,1691,635
687704180304273409,2346,803
687664829264453632,1867,488
687494652870668288,1827,552
687480748861947905,1542,229
687476254459715584,1909,508
687460506001633280,1979,519
687399393394311168,1824,590
687317306314240000,19375,8742
687312378585812992,4194,1811
687127927494963200,5210,2157
687124485711986689,2104,484
687109925361856513,5597,2346
687102708889812993,2257,925
687096057537363968,2150,579
686947101016735744,8308,3050
686760001961103360,3380,1324
686749460672679938,3344,1383
686730991906516992,3974,1148
686683045143953408,2716,767
686618349602762752,3557,1299
686606069955735556,1815,523
686394059078897668,1674,658
686386521809772549,3137,842
686377065986265092,2129,540
686358356425093120,2090,630
686286779679375361,3865,1602
686050296934563840,2139,698
686035780142297088,1104,111
686034024800862208,2959,1089
686007916130873345,2384,391
686003207160610816,1756,592
685973236358713344,2017,495
685943807276412928,1563,560
685906723014619143,7190,2728
685681090388975616,1961,116
685667379192414208,2267,538
685663452032069632,3095,1391
685641971164143616,2800,733
685547936038666240,31610,14848
685532292383666176,2919,1103
685325112850124800,9057,3769
685321586178670592,2540,600
685315239903100929,3160,996
685307451701334016,2000,418
685268753634967552,2973,1140
685198997565345792,2243,638
685169283572338688,3951,1361
684969860808454144,2294,352
684959798585110529,6548,2979
684940049151070208,3075,992
684926975086034944,3353,444
684914660081053696,3366,1389
684902183876321280,1795,505
684880619965411328,2004,769
684830982659280897,33648,20669
684800227459624960,2620,953
684594889858887680,8541,3337
684588130326986752,3946,1347
684567543613382656,2892,1156
684538444857667585,2538,906
684481074559381504,3728,1123
684460069371654144,1897,534
684241637099323392,7791,3120
684225744407494656,1193,196
684222868335505415,3683,1302
684200372118904832,2066,996
684195085588783105,1833,486
684188786104872960,3359,1105
684177701129875456,1941,630
684147889187209216,2877,1452
684122891630342144,1926,448
684097758874210310,3953,1367
683857920510050305,3666,1068
683852578183077888,1870,330
683849932751646720,2512,909
683834909291606017,2528,1071
683828599284170753,2697,1009
683773439333797890,3215,1285
683742671509258241,6212,3160
683515932363329536,7039,2756
683498322573824003,3050,922
683481228088049664,2564,954
683462770029932544,2328,645
683449695444799489,3720,1535
683391852557561860,7342,2280
683357973142474752,2783,874
683142553609318400,2757,990
683111407806746624,3265,870
683098815881154561,2093,625
683078886620553216,1924,543
683030066213818368,2083,713
682962037429899265,35260,15626
682808988178739200,1712,159
682788441537560576,2384,1060
682750546109968385,1455,415
682697186228989953,1262,346
682662431982772225,2931,1029
682638830361513985,1985,564
682429480204398592,3306,1097
682406705142087680,7266,1671
682393905736888321,2150,634
682389078323662849,1601,446
682303737705140231,2943,931
682259524040966145,3975,1131
682242692827447297,3097,1089
682088079302213632,17469,9353
682059653698686977,4732,1595
682047327939461121,3072,892
682032003584274432,6310,1888
682003177596559360,2996,1444
681981167097122816,2698,983
681891461017812993,2371,779
681694085539872773,12292,3851
681679526984871937,1691,418
681654059175129088,2520,863
681610798867845120,1817,443
681579835668455424,3395,1237
681523177663676416,13683,5466
681340665377193984,1578,260
681339448655802368,8920,3886
681320187870711809,2532,704
681302363064414209,3765,1727
681297372102656000,3083,905
681281657291280384,3091,1045
681261549936340994,1399,251
681242418453299201,1423,501
681231109724700672,2314,464
681193455364796417,3549,1403
680970795137544192,2314,619
680959110691590145,4402,1903
680940246314430465,3065,990
680934982542561280,2007,413
680913438424612864,2317,589
680889648562991104,1695,350
680836378243002368,3315,1256
680805554198020098,2061,636
680801747103793152,2281,778
680798457301471234,2728,984
680609293079592961,2518,661
680583894916304897,3471,1258
680497766108381184,4059,1818
680494726643068929,1650,463
680473011644985345,2440,717
680440374763077632,1393,474
680221482581123072,1418,280
680206703334408192,2710,1107
680191257256136705,2063,476
680176173301628928,3723,1467
680161097740095489,2233,701
680145970311643136,3452,1656
680130881361686529,2197,893
680115823365742593,2609,863
680100725817409536,3444,1304
680085611152338944,12280,8551
680070545539371008,2482,818
679877062409191424,1893,614
679872969355714560,2113,636
679862121895714818,2358,586
679854723806179328,2735,1163
679844490799091713,2272,720
679828447187857408,34603,13286
679777920601223168,2976,1041
679736210798047232,2005,748
679729593985699840,2074,787
679722016581222400,1595,444
679530280114372609,4566,1973
679527802031484928,2523,686
679511351870550016,3225,1198
679503373272485890,3028,1387
679475951516934144,2002,608
679462823135686656,30082,17768
679405845277462528,2262,1137
679158373988876288,20296,7606
679148763231985668,2667,972
679132435750195208,2840,1097
679111216690831360,5674,2449
679062614270468097,16166,7615
679047485189439488,2146,624
679001094530465792,2717,1156
678991772295516161,2170,1092
678969228704284672,1563,430
678800283649069056,2453,854
678798276842360832,3299,1093
678774928607469569,2683,856
678767140346941444,3360,1283
678764513869611008,1549,442
678755239630127104,6750,3092
678740035362037760,3564,1568
678708137298427904,5331,2295
678675843183484930,2716,1381
678643457146150913,1957,380
678446151570427904,3814,1449
678424312106393600,5197,2403
678410210315247616,3998,1697
678399652199309312,76356,30020
678396796259975168,1515,395
678389028614488064,1772,397
678380236862578688,2312,849
678341075375947776,1644,505
678334497360859136,1232,235
678278586130948096,10871,5759
678255464182861824,1512,347
678023323247357953,1814,354
678021115718029313,12924,5935
677961670166224897,3253,1593
677918531514703872,1267,383
677895101218201600,4577,1945
677716515794329600,2893,922
677700003327029250,3216,1358
677698403548192770,1168,303
677687604918272002,2366,797
677673981332312066,3164,1412
677662372920729601,1844,891
677644091929329666,1769,762
677573743309385728,2024,654
677565715327688705,1239,431
677557565589463040,2325,1086
677547928504967168,6568,3461
677530072887205888,1010,217
677335745548390400,2882,1642
677334615166730240,1275,268
677331501395156992,1033,221
677328882937298944,3464,1422
677314812125323265,1565,504
677301033169788928,1166,378
677269281705472000,1868,667
677228873407442944,3360,1539
677187300187611136,2583,857
676975532580409345,2625,1005
676957860086095872,2116,763
676949632774234114,1241,372
676948236477857792,2042,808
676946864479084545,1640,344
676942428000112642,1959,702
676936541936185344,12075,4655
676916996760600576,2811,1706
676897532954456065,2133,686
676864501615042560,1980,657
676821958043033607,21627,14524
676819651066732545,1726,622
676811746707918848,1356,403
676776431406465024,4725,1903
676617503762681856,2723,894
676613908052996102,1028,185
676606785097199616,1802,407
676603393314578432,1099,358
676593408224403456,4318,2015
676590572941893632,873,115
676588346097852417,2183,733
676582956622721024,1125,255
676575501977128964,2430,1050
676533798876651520,1771,518
676496375194980353,1443,501
676470639084101634,11000,4387
676440007570247681,1626,619
676430933382295552,1324,317
676263575653122048,1976,507
676237365392908289,1142,264
676219687039057920,72337,29042
676215927814406144,1636,537
676191832485810177,2139,964
676146341966438401,1815,621
676121918416756736,2044,1086
676101918813499392,2669,1095
676098748976615425,2813,1315
676089483918516224,1235,408
675898130735476737,1518,530
675891555769696257,2003,794
675888385639251968,2237,886
675878199931371520,3933,1308
675870721063669760,1541,528
675853064436391936,2532,1194
675849018447167488,895,133
675845657354215424,2133,817
675822767435051008,1433,504
675820929667219457,984,223
675798442703122432,9665,3199
675781562965868544,1521,436
675740360753160193,1107,316
675710890956750848,1766,761
675707330206547968,1864,639
675706639471788032,613,87
675534494439489536,1737,382
675531475945709568,1115,356
675522403582218240,979,266
675517828909424640,1219,434
675501075957489664,16159,5463
675497103322386432,2950,1205
675489971617296384,1211,554
675483430902214656,1729,900
675432746517426176,1419,531
675372240448454658,1588,487
675362609739206656,993,210
675354435921575936,30545,15582
675349384339542016,3691,2109
675334060156301312,2594,1201
675166823650848770,3319,1460
675153376133427200,5855,2388
675149409102012420,3489,1577
675147105808306176,883,215
675146535592706048,1109,271
675145476954566656,2001,829
675135153782571009,1221,439
675113801096802304,1820,728
675111688094527488,899,229
675109292475830276,2625,1045
675047298674663426,989,296
675015141583413248,2532,1097
675006312288268288,916,208
675003128568291329,1461,429
674999807681908736,2090,1019
674805413498527744,805,333
674800520222154752,2818,792
674793399141146624,2335,1006
674790488185167872,1032,229
674788554665512960,756,194
674781762103414784,1877,1105
674774481756377088,1031,433
674767892831932416,1695,723
674764817387900928,739,215
674754018082705410,1271,404
674752233200820224,1363,424
674743008475090944,1303,502
674742531037511680,449,47
674739953134403584,1020,356
674737130913071104,606,81
674690135443775488,1071,437
674670581682434048,1508,598
674664755118911488,854,223
674646392044941312,1344,451
674644256330530816,972,254
674638615994089473,1575,540
674632714662858753,1400,531
674606911342424069,873,92
674468880899788800,5832,1879
674447403907457024,994,331
674436901579923456,1035,360
674422304705744896,1338,497
674416750885273600,646,126
674410619106390016,1129,425
674394782723014656,1404,524
674372068062928900,799,292
674330906434379776,531,70
674318007229923329,1313,476
674307341513269249,10607,6378
674291837063053312,13726,5398
674271431610523648,1454,677
674269164442398721,852,213
674265582246694913,1520,774
674262580978937856,1232,417
674255168825880576,1358,496
674082852460433408,714,151
674075285688614912,931,261
674063288070742018,5955,2005
674053186244734976,3081,1192
674051556661161984,1352,455
674045139690631169,1316,594
674042553264685056,671,116
674038233588723717,1031,391
674036086168010753,801,189
674024893172875264,1657,1132
674019345211760640,1059,283
674014384960745472,1455,590
674008982932058114,1124,325
673956914389192708,1825,881
673919437611909120,1095,342
673906403526995968,2962,1519
673887867907739649,878,235
673716320723169284,2889,695
673715861853720576,3290,1894
673711475735838725,974,276
673709992831262724,788,246
673708611235921920,997,262
673707060090052608,1031,359
673705679337693185,1178,377
673700254269775872,1340,525
673697980713705472,3677,1795
673689733134946305,1623,595
673688752737402881,1177,455
673686845050527744,1340,399
673680198160809984,1273,431
673662677122719744,1172,342
673656262056419329,676,217
673636718965334016,1029,333
673612854080196609,1493,666
673583129559498752,1113,332
673580926094458881,777,253
673576835670777856,1287,518
673363615379013632,963,278
673359818736984064,1349,615
673355879178194945,1404,527
673352124999274496,1558,496
673350198937153538,712,195
673345638550134785,2329,1162
673343217010679808,904,246
673342308415348736,1188,521
673320132811366400,12488,7201
673317986296586240,821,227
673295268553605120,7007,2907
673270968295534593,997,333
673240798075449344,1330,650
673213039743795200,2067,770
673148804208660480,1575,577
672997845381865473,1840,655
672995267319328768,882,268
672988786805112832,912,266
672984142909456390,1174,505
672980819271634944,1700,931
672975131468300288,1560,824
672970152493887488,880,327
672968025906282496,1238,496
672964561327235073,1320,588
672902681409806336,1280,454
672898206762672129,842,387
672884426393653248,1433,774
672877615439593473,954,325
672834301050937345,1215,527
672828477930868736,1157,448
672640509974827008,914,288
672622327801233409,1198,442
672614745925664768,1132,533
672609152938721280,1022,356
672604026190569472,1027,364
672594978741354496,1232,562
672591762242805761,880,303
672591271085670400,666,174
672538107540070400,945,333
672523490734551040,582,151
672488522314567680,1034,398
672482722825261057,1043,545
672481316919734272,671,120
672475084225949696,1345,646
672466075045466113,1254,483
672272411274932228,5971,3086
672267570918129665,1373,564
672264251789176834,1051,307
672256522047614977,2620,1405
672254177670729728,1330,681
672248013293752320,1608,551
672245253877968896,628,143
672239279297454080,836,297
672231046314901505,1692,928
672222792075620352,730,193
672205392827572224,2084,1049
672169685991993344,946,335
672160042234327040,815,328
672139350159835138,1615,635
672125275208069120,2212,1043
672095186491711488,923,339
672082170312290304,877,336
672068090318987265,1194,467
671896809300709376,7906,3841
671891728106971137,1216,518
671882082306625538,3240,1276
671879137494245376,1308,607
671874878652489728,1162,506
671866342182637568,1045,447
671855973984772097,834,397
671789708968640512,6575,3171
671768281401958400,1110,452
671763349865160704,1549,824
671744970634719232,1258,707
671743150407421952,699,217
671735591348891648,1338,692
671729906628341761,7883,3976
671561002136281088,11875,6632
671550332464455680,841,192
671547767500775424,1252,537
671544874165002241,1817,954
671542985629241344,1011,518
671538301157904385,862,352
671536543010570240,1093,371
671533943490011136,941,529
671528761649688577,780,235
671520732782923777,1292,487
671518598289059840,877,272
671511350426865664,1473,641
671504605491109889,6478,3282
671497587707535361,859,415
671488513339211776,928,439
671486386088865792,533,180
671485057807351808,709,213
671390180817915904,1333,683
671362598324076544,1030,270
671357843010908160,369,143
671355857343524864,448,111
671347597085433856,881,388
671186162933985280,671,190
671182547775299584,1027,307
671166507850801152,809,313
671163268581498880,1523,1013
671159727754231808,332,73
671154572044468225,658,201
671151324042559489,617,139
671147085991960577,614,200
671141549288370177,1070,597
671138694582165504,856,369
671134062904504320,686,174
671122204919246848,3218,2296
671115716440031232,1266,711
671109016219725825,1060,397
670995969505435648,1022,265
670842764863651840,22918,7942
670840546554966016,543,177
670838202509447168,1028,628
670833812859932673,403,113
670832455012716544,675,196
670826280409919488,5104,3702
670823764196741120,716,169
670822709593571328,562,88
670815497391357952,2931,1398
670811965569282048,1045,245
670807719151067136,1083,448
670804601705242624,1819,875
670803562457407488,318,83
670797304698376195,686,212
670792680469889025,774,249
670789397210615808,612,219
670786190031921152,556,183
670783437142401025,771,351
670782429121134593,1429,701
670780561024270336,734,266
670778058496974848,311,67
670764103623966721,1008,387
670755717859713024,404,96
670733412878163972,893,468
670727704916926465,776,328
670717338665226240,1101,439
670704688707301377,726,341
670691627984359425,546,221
670679630144274432,694,256
670676092097810432,227,37
670668383499735048,9895,4557
670474236058800128,1403,677
670468609693655041,333,80
670465786746662913,904,500
670452855871037440,511,188
670449342516494336,1120,593
670444955656130560,6272,1810
670442337873600512,599,184
670435821946826752,980,469
670434127938719744,1316,589
670433248821026816,307,103
670428280563085312,1290,560
670427002554466305,484,146
670421925039075328,1213,579
670420569653809152,573,287
670417414769758208,532,299
670411370698022913,1873,816
670408998013820928,513,200
670403879788544000,396,140
670385711116361728,521,190
670374371102445568,697,248
670361874861563904,307,60
670338931251150849,400,101
670319130621435904,3614,1116
670303360680108032,405,120
670290420111441920,646,261
670093938074779648,950,303
670086499208155136,646,229
670079681849372674,2045,1114
670073503555706880,1446,716
670069087419133954,577,217
670061506722140161,700,303
670055038660800512,615,296
670046952931721218,600,159
670040295598354432,699,103
670037189829525505,550,253
670003130994700288,310,84
669993076832759809,300,75
669972011175813120,412,141
669970042633789440,282,50
669942763794931712,465,145
669926384437997569,351,88
669923323644657664,216,53
669753178989142016,739,366
669749430875258880,240,60
669684865554620416,472,80
669683899023405056,351,100
669682095984410625,329,124
669680153564442624,621,264
669661792646373376,750,389
669625907762618368,3267,1652
669603084620980224,887,334
669597912108789760,473,139
669583744538451968,1381,848
669573570759163904,403,127
669571471778410496,1471,926
669567591774625800,217,48
669564461267722241,362,110
669393256313184256,330,66
669375718304980992,1227,659
669371483794317312,453,161
669367896104181761,424,138
669363888236994561,579,208
669359674819481600,345,110
669354382627049472,2500,1163
669353438988365824,585,239
669351434509529089,402,166
669328503091937280,940,381
669327207240699904,533,112
669324657376567296,455,192
669216679721873412,1102,366
669214165781868544,402,146
669203728096960512,931,427
669037058363662336,607,284
669015743032369152,685,341
669006782128353280,537,221
669000397445533696,19360,5794
668994913074286592,407,204
668992363537309700,686,311
668989615043424256,623,303
668988183816871936,835,419
668986018524233728,509,149
668981893510119424,503,276
668979806671884288,736,317
668975677807423489,1207,529
668967877119254528,135,21
668960084974809088,653,223
668955713004314625,255,65
668932921458302977,237,53
668902994700836864,295,91
668892474547511297,370,135
668872652652679168,490,277
668852170888998912,420,147
668826086256599040,395,122
668815180734689280,517,236
668779399630725120,664,341
668655139528511488,488,201
668645506898350081,809,479
668643542311546881,809,471
668641109086707712,984,492
668636665813057536,957,451
668633411083464705,2576,1454
668631377374486528,654,292
668627278264475648,289,100
668625577880875008,351,117
668623201287675904,1306,685
668620235289837568,184,36
668614819948453888,573,292
668587383441514497,1551,974
668567822092664832,219,49
668544745690562560,474,209
668542336805281792,420,193
668537837512433665,236,63
668528771708952576,430,204
668507509523615744,302,94
668496999348633600,379,120
668484198282485761,389,215
668480044826800133,421,131
668466899341221888,814,464
668297328638447616,580,272
668291999406125056,226,29
668286279830867968,466,125
668274247790391296,762,211
668268907921326080,510,212
668256321989451776,1200,543
668248472370458624,880,429
668237644992782336,5704,2569
668226093875376128,269,91
668221241640230912,474,179
668204964695683073,517,182
668190681446379520,601,182
668171859951755264,449,172
668154635664932864,463,285
668142349051129856,537,256
668113020489474048,619,216
667937095915278337,1151,726
667924896115245057,274,98
667915453470232577,196,51
667911425562669056,451,263
667902449697558528,796,349
667886921285246976,1725,974
667885044254572545,766,425
667878741721415682,368,107
667873844930215936,578,369
667866724293877760,2815,941
667861340749471744,229,74
667832474953625600,269,57
667806454573760512,978,448
667801013445750784,297,85
667793409583771648,643,304
667782464991965184,381,225
667773195014021121,214,47
667766675769573376,400,199
667728196545200128,348,139
667724302356258817,443,287
667550904950915073,0,30
667550882905632768,0,26
667549055577362432,5313,2053
667546741521195010,316,115
667544320556335104,792,483
667538891197542400,189,60
667534815156183040,752,480
667530908589760512,432,218
667524857454854144,1565,1022
667517642048163840,344,176
667509364010450944,6298,1939
667502640335572993,502,201
667495797102141441,482,243
667491009379606528,480,206
667470559035432960,233,88
