tweet_id,favorite_count,retweet_count
773191612633579521,9769,4008
772877495989305348,8345,3752
772826264096874500,7844,2288
772615324260794368,0,3279
772581559778025472,6334,1654
772193107915964416,5867,1340
772152991789019136,3719,1102
772117678702071809,3674,716
772114945936949249,2669,457
772102971039580160,3911,906
771908950375665664,6398,1824
771770456517009408,11704,3263
771500966810099713,8072,2531
771380798096281600,10249,4887
771171053431250945,0,7201
771136648247640064,8934,2836
771102124360998913,6074,1393
771014301343748096,6728,1604
770787852854652928,4814,1164
770772759874076672,5060,1376
770655142660169732,7164,1729
770414278348247044,6178,2028
770293558247038976,6064,1420
770093767776997377,0,2947
770069151037685760,7402,2224
769940425801170949,30475,9229
769695466921623552,6265,1632
769335591808995329,0,7488
769212283578875904,5255,1660
768970937022709760,13938,6281
768909767477751808,0,2590
768855141948723200,4080,860
768609597686943744,4000,1157
768596291618299904,4910,1240
768554158521745409,0,5644
768473857036525572,13262,3301
768193404517830656,10605,3419
767884188863397888,4635,1329
767754930266464257,15585,5193
767500508068192258,7316,2267
767191397493538821,11980,3632
767122157629476866,9923,2764
766864461642756096,0,5423
766793450729734144,4912,1318
766714921925144576,2538,362
766693177336135680,3909,772
766423258543644672,5854,1528
766313316352462849,6614,1819
766078092750233600,0,2538
766069199026450432,4115,820
766008592277377025,3659,482
765719909049503744,7054,2093
765669560888528897,5051,1194
765395769549590528,26025,3279
765371061932261376,6885,2098
765222098633691136,11343,3279
764857477905154048,6292,1722
764259802650378240,5854,1453
763956972077010945,747,52
763837565564780549,12223,4011
763183847194451968,5227,1424
763167063695355904,0,2907
763103485927849985,7182,2232
762699858130116608,11796,3482
762471784394268675,10929,6190
762464539388485633,10022,4015
762316489655476224,4665,1080
762035686371364864,30945,14971
761976711479193600,5259,1928
761750502866649088,0,3769
761745352076779520,4163,833
761672994376806400,48016,28047
761599872357261312,4011,1152
761371037149827077,0,17441
761334018830917632,5044,1406
761292947749015552,4365,1052
761227390836215808,5193,1515
761004547850530816,11044,3361
760893934457552897,3714,933
760656994973933572,6408,1842
760641137271070720,4843,1248
760539183865880579,7363,3498
760521673607086080,4091,1345
760290219849637889,26046,11073
760252756032651264,3842,841
760190180481531904,5542,1735
760153949710192640,0,30
759943073749200896,5774,2006
759923798737051648,14266,5423
759846353224826880,6549,1900
759793422261743616,5791,1843
759557299618865152,4553,1151
759447681597108224,8257,2380
759446261539934208,1623,469
759197388317847553,5910,1881
759159934323924993,0,1116
759099523532779520,14098,4002
759047813560868866,6289,1930
758854675097526272,3447,873
758828659922702336,10894,3714
758740312047005698,5575,1565
758474966123810816,3684,959
758467244762497024,4658,2135
758405701903519748,5052,1841
758355060040593408,3279,1022
758099635764359168,18465,9595
758041019896193024,2623,358
757741869644341248,6668,3149
757729163776290825,0,7615
757725642876129280,4412,1169
757611664640446465,4439,1057
757597904299253760,0,289
757596066325864448,4214,1019
757400162377592832,14687,6589
757393109802180609,5643,1671
757354760399941633,4379,1364
756998049151549440,6098,1913
756939218950160384,6439,1928
756651752796094464,4898,1247
756526248105566208,10099,3458
756303284449767430,3825,1068
756288534030475264,42746,17074
756275833623502848,6197,1475
755955933503782912,7092,2761
755206590534418437,15949,5145
755110668769038337,20538,10685
754874841593970688,0,7606
754856583969079297,6682,2415
754747087846248448,2509,499
754482103782404096,5127,1881
754449512966619136,3633,706
754120377874386944,7647,2264
753655901052166144,5661,2092
753420520834629632,7630,3418
753398408988139520,5558,1826
753375668877008896,7404,2234
753298634498793472,0,5466
753294487569522689,3256,1001
753039830821511168,35932,20079
753026973505581056,3801,920
752932432744185856,12216,6605
752917284578922496,6728,1512
752701944171524096,0,2756
752682090207055872,5827,1533
752660715232722944,4240,1499
752568224206688256,5315,2188
752519690950500352,7144,3317
752334515931054080,3703,1058
752309394570878976,0,15582
752173152931807232,5771,1757
751950017322246144,2970,876
751937170840121344,5025,1261
751830394383790080,5639,1874
751793661361422336,5621,2784
751598357617971201,7704,2934
751583847268179968,4256,1055
751538714308972544,4884,1206
751456908746354688,3113,963
751251247299190784,12149,5638
751205363882532864,6124,1743
751132876104687617,4905,1253
750868782890057730,4621,1311
750719632563142656,12736,4817
750506206503038976,4303,1103
750429297815552001,12765,4102
750383411068534784,4408,1097
750381685133418496,673,27
750147208377409536,3008,924
750132105863102464,3500,1238
750117059602808832,4206,1258
750101899009982464,2946,811
750086836815486976,2105,514
750071704093859840,7568,3184
750056684286914561,3061,865
750041628174217216,3063,585
750026558547456000,2632,757
750011400160841729,3124,867
749996283729883136,2957,786
749981277374128128,4943,2374
749774190421639168,4522,1272
749417653287129088,5910,1576
749403093750648834,2525,508
749395845976588288,8284,3294
749317047558017024,5306,2150
749075273010798592,5564,1985
749064354620928000,4655,1470
749036806121881602,2996,763
748977405889503236,10423,3265
748932637671223296,5602,2161
748705597323898880,2689,918
748699167502000129,4592,1523
748692773788876800,4107,1286
748575535303884801,5861,1910
748568946752774144,2133,647
748346686624440324,5051,1186
748337862848962560,7350,3937
748324050481647620,3567,724
748307329658011649,3577,685
748220828303695873,13654,7442
747963614829678593,5582,2051
747933425676525569,6398,2449
747885874273214464,2830,929
747844099428986880,2725,716
747816857231626240,4682,1115
747651430853525504,1324,147
747648653817413632,12443,5580
747600769478692864,2256,540
747594051852075008,3551,1002
747512671126323200,5333,1544
747461612269887489,3745,1003
747439450712596480,5235,1836
747242308580548608,0,2779
747219827526344708,5080,1499
747204161125646336,3242,870
747103485104099331,9208,3794
746906459439529985,2800,284
746872823977771008,5788,2045
746818907684614144,5133,1671
746790600704425984,4702,1530
746757706116112384,9232,3745
746726898085036033,5845,1720
746542875601690625,4867,1819
746521445350707200,0,941
746507379341139972,4496,1041
746369468511756288,5992,1562
746131877086527488,6646,2099
746056683365994496,3454,780
745789745784041472,3857,1017
745712589599014916,6759,2223
745433870967832576,6812,2437
745422732645535745,8261,2316
745314880350101504,6890,2627
745074613265149952,7557,3336
745057283344719872,6990,2150
744995568523612160,2860,588
744971049620602880,7597,2565
744709971296780288,5402,1496
744334592493166593,6523,2010
744234799360020481,150407,74217
744223424764059648,1598,346
743980027717509120,4029,1049
743895849529389061,3525,926
743835915802583040,0,1977
743609206067040256,4312,1333
743595368194129920,17656,6233
743545585370791937,3408,903
743510151680958465,7643,3563
743253157753532416,4087,1172
743222593470234624,5978,1831
743210557239623680,3702,1309
742534281772302336,6803,3420
742528092657332225,4260,1872
742465774154047488,6992,3753
742423170473463808,9467,3570
742385895052087300,6552,1874
742161199639494656,4144,1303
742150209887731712,4917,1474
741793263812808706,4384,1438
741743634094141440,7859,2616
741438259667034112,3558,781
741303864243200000,8452,3064
741099773336379392,9612,5273
741067306818797568,9189,2947
740995100998766593,6106,2589
740711788199743490,3268,900
740699697422163968,2746,745
740676976021798912,17458,6512
740373189193256964,33710,12705
740365076218183684,2364,409
740359016048689152,3163,822
740214038584557568,6437,1872
739979191639244800,19208,5644
739932936087216128,3906,1031
739844404073074688,3658,819
739623569819336705,3626,1298
739606147276148736,5199,1580
739544079319588864,37911,20204
739485634323156992,6861,2783
739238157791694849,111258,55311
738891149612572673,101,6
738885046782832640,3631,1094
738883359779196928,3172,756
738537504001953792,4890,1465
738402415918125056,3136,785
738184450748633089,4151,1159
738166403467907072,8410,3181
738156290900254721,2404,613
737826014890496000,5052,1689
737800304142471168,9609,3308
737678689543020544,4836,1254
737445876994609152,9831,4237
737322739594330112,3461,773
737310737551491075,14067,7067
736736130620620800,4069,1635
736392552031657984,16990,6993
736365877722001409,3823,1181
736225175608430592,7777,2658
736010884653420544,7565,2822
735991953473572864,3441,1091
735648611367784448,3887,1051
735635087207878657,5925,2245
735274964362878976,12514,4776
735256018284875776,3197,840
735137028879360001,3005,927
734912297295085568,2642,506
734787690684657664,12025,5994
734776360183431168,2405,509
734559631394082816,1432,376
733828123016450049,3436,746
733822306246479872,3529,975
733482008106668032,2993,902
733460102733135873,4015,1205
733109485275860992,51260,16264
732732193018155009,2329,509
732726085725589504,3418,849
732585889486888962,3504,745
